id,fuente,tradicion,siglo,texto,h1_localizacion,h2_temperatura,h3_momento,h4_pronostico,h5_tradicion
Is_C21,"Ibn Sina, Al-Qanun fi al-Tibb, Book IV",islamica,11,"
        When sweat appears warm from the whole body on the crisis day and reduces the fever
        completely, nature has successfully expelled the concocted morbid humor. This patient
        will recover and requires no further treatment beyond rest and light food.",3,2,0,0,3
Is_C22,"Ibn Sina, Al-Qanun fi al-Tibb, Book IV",islamica,11,"
        A soldier from the east had fever for seven days. On the seventh day cold sweat
        appeared on his chest; his feet and hands were cold and livid. He died before
        the evening prayer. Cold chest sweat with cold extremities is a fatal combination.",1,0,0,1,3
Is_C23,"Ibn Sina, Al-Qanun fi al-Tibb, Book IV",islamica,11,"
        A woman with intermittent fever sweated tepidly from the whole body on alternate days.
        After fourteen days the pattern ceased, the fever resolved and she recovered.
        Tepid moderate sweating that reduces the fever gradually indicates eventual recovery.",3,1,0,0,3
Is_C24,"Ibn Sina, Al-Qanun fi al-Tibb, Book IV",islamica,11,"
        I treated a poet with high fever and delirium. On the eleventh day warm abundant sweat
        covered his body from head to foot. The fever resolved and the delirium cleared.
        He recovered completely and wrote a poem in my honor.",3,2,0,0,3
Is_C25,"Ibn Sina, Al-Qanun fi al-Tibb, Book IV",islamica,11,"
        Profuse cold sweating covering the whole body with cold extremities, labored breathing,
        and failing pulse means death is imminent. No physician can help. Recite the Quran
        for the dying. I have seen this pattern end in death without exception.",3,0,0,1,3
Is_C26,"Ibn Sina, Al-Qanun fi al-Tibb, Book IV",islamica,11,"
        A case of false crisis: on the seventh day moderate warm sweat appeared from the upper
        body only. The fever diminished but did not resolve. True crisis came on the fourteenth
        day with complete warm sweating. The patient recovered after the true crisis.",1,2,0,0,3
Is_C27,"Ibn Sina, Al-Qanun fi al-Tibb, Book IV",islamica,11,"
        An elderly man with quartan fever had his crisis on the twenty-first day. The sweat
        was warm and covered the whole body. The fever resolved. He recovered slowly due
        to his age and weakness. Old age makes recovery from crisis more difficult.",3,2,0,0,3
Is_C28,"Ibn Sina, Al-Qanun fi al-Tibb, Book IV",islamica,11,"
        When fever is at its height and the patient sweats cold from the forehead while the
        trunk is hot and dry and the extremities are cold, death will come within two days.
        This combination of signs is unfailingly fatal in my experience.",0,0,0,1,3
Is_C29,"Ibn Sina, Al-Qanun fi al-Tibb, Book IV",islamica,11,"
        A youth from Persia with ardent fever sweated warmly and abundantly from the whole
        body on the seventh day. The crisis was complete and the fever resolved. He asked
        for food immediately. He made a full recovery within three days.",3,2,0,0,3
Is_C30,"Ibn Sina, Al-Qanun fi al-Tibb, Book IV",islamica,11,"
        Cold sweats in high fever that cover the whole body, when accompanied by blackening
        of the extremities, indicate that the vital heat is extinguished. The patient will
        die within hours. No medicine known to me can reverse this fatal sign.",3,0,0,1,3
Ch_C1,"Shang Han Lun, Chapter 1",china,3,"
        When there is taiyang disease with fever and sweating, the sweat is warm and spontaneous,
        covering the whole body. If the pulse is floating and moderate and the fever resolves
        after sweating, the patient will recover. This is favorable sweating.",3,2,0,0,4
Ch_C2,"Shang Han Lun, Chapter 1",china,3,"
        When the body is hot and the patient sweats but the sweat is cold and the fever does
        not diminish, and the extremities are cold and the pulse is faint, the prognosis is
        very grave. This is yang collapse with yin exuberance. Death is likely.",3,0,0,1,4
Ch_C3,"Shang Han Lun, Chapter 2",china,3,"
        Taiyang disease with fever, headache, and stiff neck; the patient sweats spontaneously
        and warmly. The pulse is floating and slow. After warm abundant sweating covering
        the whole body the fever resolves and recovery follows.",3,2,0,0,4
Ch_C4,"Shang Han Lun, Chapter 3",china,3,"
        When in high fever the patient sweats from the head only and the sweat is cold,
        and the body below the neck is dry, and the extremities are cold, this indicates
        internal cold with external heat. The prognosis is poor; the patient may die.",0,0,0,1,4
Ch_C5,"Shang Han Lun, Chapter 4",china,3,"
        When the patient has fever for seven days and on the seventh day the sweating
        is warm and copious covering the whole body, and the fever resolves, this is
        a natural crisis. Recovery follows. Heaven has determined the critical day.",3,2,0,0,4
Ch_C6,"Shang Han Lun, Chapter 5",china,3,"
        Shaoyin disease with cold extremities, diarrhea, and cold sweat covering the body
        indicates collapse of yang qi. The pulse is faint and almost imperceptible.
        This patient will die; the yang has been extinguished by yin.",3,0,0,1,4
Ch_C7,"Shang Han Lun, Chapter 6",china,3,"
        When the patient with yangming disease sweats profusely and warmly from the whole
        body and the high fever resolves completely, this indicates successful expulsion of
        heat through the exterior. The patient will recover quickly.",3,2,0,0,4
Ch_C8,"Shang Han Lun, Chapter 7",china,3,"
        Jueyin disease: the patient alternates between heat and cold. Cold sweat appears
        on the forehead and hands during the cold phase. The extremities are cold.
        If this pattern continues beyond seven days, the patient will not survive.",0,0,0,1,4
Ch_C9,"Shang Han Lun, Chapter 8",china,3,"
        When cold disease transforms into heat and the patient begins to sweat warmly
        and copiously from the whole body, and the pulse becomes strong and the fever
        diminishes, this is recovery. The transformation from cold to heat is complete.",3,2,0,0,4
Ch_C10,"Shang Han Lun, Chapter 9",china,3,"
        The patient has high fever and sweats but the sweat is cold and does not reduce
        the fever. The hands and feet are cold. The urine is scanty. This is dangerous:
        the yang qi is being depleted. The patient may die if not treated urgently.",3,0,0,1,4
Ch_C11,"Shang Han Lun, Chapter 10",china,3,"
        When taiyang disease has lasted fourteen days and warm sweat suddenly appears from
        the whole body and the fever resolves, this is a delayed but complete crisis.
        The patient will recover. Long illness that resolves with warm sweat is curable.",3,2,0,0,4
Ch_C12,"Shang Han Lun, Chapter 11",china,3,"
        Cold sweat on the palms and soles during high fever with cold extremities indicates
        collapse of the yang. The internal yang has retreated and the cold has prevailed.
        This patient will die; the pattern cannot be reversed.",2,0,0,1,4
Ch_C13,"Shang Han Lun, Chapter 12",china,3,"
        A man with yangming fever sweated abundantly and warmly for three consecutive days.
        Each time the sweat appeared warm and covered the whole body the fever diminished.
        By the fourteenth day the fever had resolved completely. Recovery was complete.",3,2,0,0,4
Ch_C14,"Shang Han Lun, Chapter 13",china,3,"
        When the patient with severe cold disease sweats cold from the head and neck while
        the body below is dry and burning, this is a critical and dangerous pattern.
        The yang has separated from the yin. Death will follow within two days.",0,0,0,1,4
Ch_C15,"Shang Han Lun, Chapter 14",china,3,"
        Taiyang disease resolving: warm spontaneous sweating from the whole body appears
        and the patient's pulse becomes soft and slow. The fever resolves and the patient
        feels relief. This is the correct resolution of taiyang exterior pattern.",3,2,0,0,4
Ch_C16,"Shang Han Lun, Chapter 15",china,3,"
        When yangming disease has been present for many days and the patient's sweating
        is moderate and tepid, covering the whole body gradually, the fever is resolving
        slowly. Recovery will come but convalescence will be prolonged.",3,1,0,0,4
Ch_C17,"Jingui Yaolue, Chapter 1",china,3,"
        A man with prolonged fever sweated only from the chest and upper body; the sweat
        was tepid. The lower body remained dry. After twenty days of this incomplete sweating
        pattern, warm general sweating finally appeared and he recovered.",1,1,0,0,4
Ch_C18,"Jingui Yaolue, Chapter 2",china,3,"
        Profuse cold sweating covering the whole body with cold extremities and faint pulse
        in high fever indicates collapse of the original yang. The vital energy is exhausted.
        No acupuncture or herbal treatment can save this patient. He will die.",3,0,0,1,4
Ch_C19,"Jingui Yaolue, Chapter 3",china,3,"
        A woman with postpartum fever sweated warmly from her whole body on the seventh day.
        The fever resolved and she recovered her strength. Warm general sweating after
        childbirth fever on the seventh day is always a favorable resolution.",3,2,0,0,4
Ch_C20,"Jingui Yaolue, Chapter 4",china,3,"
        When the patient with shaoyin disease sweats cold from the whole body and the
        extremities are cold and cannot be warmed even with moxibustion, the yang has
        been exhausted. This is a pattern of death. No treatment will help.",3,0,0,1,4
Ch_C21,"Jingui Yaolue, Chapter 5",china,3,"
        When there is high fever with abundant warm sweating from the whole body and the
        fever decreases with each bout of sweating, this is yangming heat being expelled
        through the exterior. Recovery will be complete within seven days.",3,2,0,0,4
Ch_C22,"Jingui Yaolue, Chapter 6",china,3,"
        A patient with taiyin disease sweated cold from the head and neck; the body below
        was cold and the extremities could not be warmed. The pulse was deep and faint.
        He died before the next day. Cold head sweat with cold lower body is fatal.",0,0,0,1,4
Ch_C23,"Jingui Yaolue, Chapter 7",china,3,"
        Moderate tepid sweating from the whole body occurring each evening during fever,
        with the fever diminishing after each episode, indicates that the pathogen is
        being gradually expelled. Recovery will come but will take many days.",3,1,0,0,4
Ch_C24,"Jingui Yaolue, Chapter 8",china,3,"
        When a patient with severe fever sweats from the palms and soles while the trunk
        is hot and dry, this is partial sweating indicating incomplete crisis. The fever
        will continue. This pattern may lead to death if not treated.",2,1,0,1,4
Ch_C25,"Jingui Yaolue, Chapter 9",china,3,"
        A young man with yangming disease sweated copiously and warmly from the whole body
        on the fourteenth day. The high fever resolved immediately and completely.
        He recovered within two days. Warm general sweat on a critical day cures the disease.",3,2,0,0,4
Ch_C26,"Jingui Yaolue, Chapter 10",china,3,"
        Shaoyin cold pattern with cold sweating from the whole body, reverting extremities,
        diarrhea with undigested food, and faint pulse indicates complete yang collapse.
        This patient cannot be saved. Death will come quickly.",3,0,0,1,4
Ch_C27,"Jingui Yaolue, Chapter 11",china,3,"
        A woman with prolonged fever over twenty days sweated warmly from the whole body
        on the twentieth day. The fever left her completely. She recovered. Long fever
        resolving with warm general sweat, even after twenty days, leads to recovery.",3,2,0,0,4
Ch_C28,"Jingui Yaolue, Chapter 12",china,3,"
        Cold sweat breaking out suddenly over the whole body during high fever, with the
        pulse becoming faint and the extremities cold, indicates that the yang is collapsing.
        This patient will die. Moxibustion on guan yuan may be attempted but rarely helps.",3,0,0,1,4
Ch_C29,"Jingui Yaolue, Chapter 13",china,3,"
        Taiyang disease with spontaneous sweating: the sweat is warm, covers the whole body,
        and is accompanied by aversion to wind. After the sweat the fever resolves and
        the patient recovers. This is the correct resolution of the exterior pattern.",3,2,0,0,4
Ch_C30,"Jingui Yaolue, Chapter 14",china,3,"
        When all four limbs are cold and the patient sweats cold from the whole body
        and the breathing is weak and shallow and the pulse cannot be felt, the yang qi
        has been completely exhausted. Death is imminent. Pray for the patient's soul.",3,0,0,1,4
